"case","word","IPA","number","lemma","lemma_english","gender","frequency","freq..per.million","noun.type","X"
"nom","statystyki","statɨstɨki","pl","statystyka","statistics","f",644,0.12346,"common",""
"nom","staw","stav","sg","staw","joint","m3",197,0.03777,"common",""
"gen","stawek","stavɛk","pl","stawka","rate","f",310,0.05943,"common",""
"loc","stawie","staviɛ","sg","staw","joint","m3",137,0.02626,"common",""
"nom","stawka","stavka","sg","stawka","rate","f",273,0.05233,"common",""
"acc","stawkę","stavkɛ","sg","stawka","rate","f",187,0.03585,"common",""
"nom","stawki","stavki","pl","stawka","rate","f",591,0.1133,"common",""
"acc","stawki","stavki","pl","stawka","rate","f",591,0.1133,"common",""
"gen","stawki","stavki","sg","stawka","rate","f",591,0.1133,"common",""
"gen","stawów","stavuv","pl","staw","joint","m3",620,0.11886,"common",""
"gen","stawu","stavu","sg","staw","joint","m3",406,0.07783,"common",""
"acc","stawy","stavɨ","pl","staw","joint","m3",251,0.04812,"common",""
"acc","staż","staʒ","sg","staż","internship","m3",329,0.06307,"common",""
"gen","stażu","staʒu","sg","staż","internship","m3",265,0.0508,"common",""
"nom","Stefan","stɛfan","sg","Stefan","Stefan","m1",581,0.11138,"proper",""
"gen","Stefana","stɛfana","sg","Stefan","Stefan","m1",534,0.10237,"proper",""
"gen","sterowania","stɛrɔvania","sg","sterowanie","control","n",234,0.04486,"common",""
"acc","sterownik","stɛrɔvnik","sg","sterownik","controller","m3",171,0.03278,"common",""
"nom","Steve","stɛvɛ","sg","Steve","Steve","m1",233,0.04467,"proper",""
"gen","stężenia","stęʒɛnia","sg","stężenie","concentration","n",360,0.06901,"common",""
"nom","stężenie","stęʒɛniɛ","sg","stężenie","concentration","n",300,0.05751,"common",""
"gen","stoczni","stɔtʃni","sg","stocznia","shipyard","f",263,0.05042,"common",""
"nom","stoisko","stɔiskɔ","sg","stoisko","stand","n",268,0.05138,"common",""
"loc","stoisku","stɔisku","sg","stoisko","stand","n",170,0.03259,"common",""
"nom","stół","stuw","sg","stół","table","m3",627,0.1202,"common",""
"acc","stół","stuw","sg","stół","table","m3",627,0.1202,"common",""
"gen","stolarki","stɔlarki","sg","stolarka","joinery","f",289,0.0554,"common",""
"loc","stole","stɔlɛ","sg","stół","table","m3",581,0.11138,"common",""
"nom","stolica","stɔlica","sg","stolica","capital","f",332,0.06365,"common",""
"inst","stolicą","stɔlicą","sg","stolica","capital","f",212,0.04064,"common",""
"acc","stolicę","stɔlicɛ","sg","stolica","capital","f",191,0.03662,"common",""
"loc","stolicy","stɔlicɨ","sg","stolica","capital","f",1322,0.25343,"common",""
"gen","stolicy","stɔlicɨ","sg","stolica","capital","f",1322,0.25343,"common",""
"gen","stołu","stɔwu","sg","stół","table","m3",532,0.10199,"common",""
"acc","stop","stɔp","sg","stop","Stop","m3",1457,0.27931,"common",""
"nom","stop","stɔp","sg","stop","Stop","m3",1457,0.27931,"common",""
"gen","stóp","stup","pl","stopa","foot","f",789,0.15125,"common",""
"nom","stopa","stɔpa","sg","stopa","foot","f",345,0.06614,"common",""
"acc","stopę","stɔpɛ","sg","stopa","foot","f",162,0.03106,"common",""
"acc","stopień","stɔpiɛɲ","sg","stopień","degree","m3",1096,0.21011,"common",""
"nom","stopień","stɔpiɛɲ","sg","stopień","degree","m3",1096,0.21011,"common",""
"gen","stopni","stɔpni","pl","stopień","degree","m3",1034,0.19822,"common",""
"gen","stopnia","stɔpnia","sg","stopień","degree","m3",1710,0.32781,"common",""
"acc","stopnie","stɔpniɛ","pl","stopień","degree","m3",232,0.04447,"common",""
"loc","stopniu","stɔpniu","sg","stopień","degree","m3",2313,0.44341,"common",""
"acc","stopy","stɔpɨ","pl","stopa","foot","f",782,0.14991,"common",""
"gen","stopy","stɔpɨ","sg","stopa","foot","f",782,0.14991,"common",""
"nom","stosunek","stɔsunɛk","sg","stosunek","ratio","m3",809,0.15509,"common",""
"acc","stosunek","stɔsunɛk","sg","stosunek","ratio","m3",809,0.15509,"common",""
"loc","stosunkach","stɔsunkacx","pl","stosunki","relations","n",140,0.02684,"common",""
"nom","stosunki","stɔsunki","pl","stosunki","relations","n",282,0.05406,"common",""
"acc","stosunki","stɔsunki","pl","stosunki","relations","n",282,0.05406,"common",""
"gen","stosunków","stɔsunkuv","pl","stosunki","relations","n",363,0.06959,"common",""
"gen","stosunku","stɔsunku","sg","stosunek","ratio","m3",2692,0.51606,"common",""
"loc","stosunku","stɔsunku","sg","stosunek","ratio","m3",2692,0.51606,"common",""
"gen","stowarzyszeń","stɔvaʒɨʃɛɲ","pl","stowarzyszenie","association","n",431,0.08262,"common",""
"nom","stowarzyszenia","stɔvaʒɨʃɛnia","pl","stowarzyszenie","association","n",2898,0.55555,"common",""
"gen","stowarzyszenia","stɔvaʒɨʃɛnia","sg","stowarzyszenie","association","n",2898,0.55555,"common",""
"nom","stowarzyszenie","stɔvaʒɨʃɛniɛ","sg","stowarzyszenie","association","n",2426,0.46507,"common",""
"acc","stowarzyszenie","stɔvaʒɨʃɛniɛ","sg","stowarzyszenie","association","n",2426,0.46507,"common",""
"inst","stowarzyszeniem","stɔvaʒɨʃɛniɛm","sg","stowarzyszenie","association","n",186,0.03566,"common",""
"acc","strach"," stracx","sg","strach","fear","m3",592,0.11349,"common",""
"nom","strach","stracx","sg","strach","fear","m3",592,0.11349,"common",""
"gen","strachu","stracxu","sg","strach","fear","m3",476,0.09125,"common",""
"gen","strajku","strajku","sg","strajk","strike","m3",191,0.03662,"common",""
"gen","strat","strat","pl","strata","loss","f",477,0.09144,"common",""
"nom","strata","strata","sg","strata","loss","f",267,0.05118,"common",""
"acc","stratę","stratɛ","sg","strata","loss","f",168,0.03221,"common",""
